filename,width,height,class,xmin,ymin,xmax,ymax
you.327c1002-94a7-11eb-802e-dca2663dabe4.jpg,640,480,you,314,251,509,447
love.4c6e22b9-94aa-11eb-9d4d-dca2663dabe4.jpg,640,480,love,210,148,419,379
bye.961b273d-948e-11eb-b828-dca2663dabe4.jpg,640,480,bye,168,131,301,403
you.3eb5ff0a-94a7-11eb-8764-dca2663dabe4.jpg,640,480,you,210,267,401,468
night.8e9f0891-93bb-11eb-843d-dca2663dabe4.jpg,640,480,night,15,316,527,480
who.ad216145-9486-11eb-85ce-dca2663dabe4.jpg,640,480,who,295,201,424,368
dad.9bfd1e90-93af-11eb-ab92-dca2663dabe4.jpg,640,480,dad,196,113,403,285
name.12df3916-99fc-11eb-bbb6-dca2663dabe4.jpg,640,480,name,216,228,457,409
hot.bc2de6c3-9531-11eb-ad73-dca2663dabe4.jpg,640,480,hot,60,258,320,439
walk.be9b553e-9a23-11eb-b7bf-dca2663dabe4.jpg,640,480,walk,106,196,421,406
pay.59249d61-99fd-11eb-b6c9-dca2663dabe4.jpg,640,480,pay,133,157,448,369
wash.eec6205c-9551-11eb-89e5-dca2663dabe4.jpg,640,480,wash,269,315,387,442
where.7322f5a9-9703-11eb-aa5c-dca2663dabe4.jpg,640,480,where,126,99,380,477
will.d9803587-93bc-11eb-8632-dca2663dabe4.jpg,640,480,will,310,247,514,476
why.1850be6f-9a24-11eb-9f3d-dca2663dabe4.jpg,640,480,why,102,44,254,236
yes.4fd312c3-955d-11eb-ae30-dca2663dabe4.jpg,640,480,yes,211,128,365,265
night.943abc2f-93bb-11eb-a017-dca2663dabe4.jpg,640,480,night,40,298,509,478
house.dc398b4b-99e5-11eb-bdc6-dca2663dabe4.jpg,640,480,house,249,292,541,475
when.2fd636fc-95bf-11eb-a6e2-dca2663dabe4.jpg,640,480,when,207,261,454,456
sleep.ac5379ff-9a34-11eb-b375-dca2663dabe4.jpg,640,480,sleep,215,179,337,384
i.5d963015-9492-11eb-af5d-dca2663dabe4.jpg,640,480,i,199,282,422,449
walk.be4b2c98-9a23-11eb-9742-dca2663dabe4.jpg,640,480,walk,108,209,435,396
no.28db99b1-9701-11eb-bc81-dca2663dabe4.jpg,640,480,no,120,173,430,480
day.16a0036a-93bb-11eb-9d29-dca2663dabe4.jpg,640,480,day,65,298,493,474
dislike.14ffb1d7-99fb-11eb-a6d0-dca2663dabe4.jpg,640,480,dislike,72,129,283,415
friend.0aa5f65a-99e7-11eb-951a-dca2663dabe4.jpg,640,480,friend,289,238,528,380
dad.9657824f-93af-11eb-a1a4-dca2663dabe4.jpg,640,480,dad,182,105,322,278
big.08d12d54-9a25-11eb-964b-dca2663dabe4.jpg,640,480,big,126,143,574,350
friend.1c78cd97-99e7-11eb-8e0f-dca2663dabe4.jpg,640,480,friend,105,241,395,422
wash.ea3cb052-9551-11eb-ac19-dca2663dabe4.jpg,640,480,wash,189,258,324,410
when.3b9db685-95bf-11eb-bdee-dca2663dabe4.jpg,640,480,when,94,219,383,423
cat.0c9db92d-9447-11eb-bf41-dca2663dabe4.jpg,640,480,cat,183,109,290,243
thank you.65c88bd8-9a25-11eb-8ce3-dca2663dabe4.jpg,640,480,thank you,251,50,417,265
when.3ed1ee04-95bf-11eb-bab6-dca2663dabe4.jpg,640,480,when,172,230,342,419
i.5e34a059-9492-11eb-9936-dca2663dabe4.jpg,640,480,i,230,281,414,441
i.4be8251a-9492-11eb-9f03-dca2663dabe4.jpg,640,480,i,165,278,376,452
stop.10785e54-955b-11eb-b74e-dca2663dabe4.jpg,640,480,stop,182,188,423,399
like.aaeb76a2-99e6-11eb-8a92-dca2663dabe4.jpg,640,480,like,236,193,404,394
like.9b25d249-99e6-11eb-8185-dca2663dabe4.jpg,640,480,like,221,238,400,442
dad.9c4add86-93af-11eb-a125-dca2663dabe4.jpg,640,480,dad,192,119,393,282
when.367cc3e1-95bf-11eb-8563-dca2663dabe4.jpg,640,480,when,192,223,364,422
big.10ea2893-9a25-11eb-af1f-dca2663dabe4.jpg,640,480,big,126,82,565,309
excuse.3ac6f66a-93df-11eb-b623-dca2663dabe4.jpg,640,480,excuse,253,141,512,362
pay.66f94417-99fd-11eb-83a6-dca2663dabe4.jpg,640,480,pay,142,248,462,447
hurt.6f0176ec-9552-11eb-96f0-dca2663dabe4.jpg,640,480,hurt,79,192,512,347
when.3afa317c-95bf-11eb-98da-dca2663dabe4.jpg,640,480,when,141,221,416,430
no.18b95327-9701-11eb-8366-dca2663dabe4.jpg,640,480,no,256,134,463,406
with.8120c97c-99fb-11eb-a6da-dca2663dabe4.jpg,640,480,with,95,225,377,455
who.aeaefa60-9486-11eb-9f02-dca2663dabe4.jpg,640,480,who,299,203,424,388
mom.81b55ba3-93b5-11eb-b21c-dca2663dabe4.jpg,640,480,mom,60,111,290,421
friend.0583a5e5-99e7-11eb-82f9-dca2663dabe4.jpg,640,480,friend,182,237,508,392
yes.4681d280-955d-11eb-a6d6-dca2663dabe4.jpg,640,480,yes,389,122,600,309
big.0d017ee8-9a25-11eb-8681-dca2663dabe4.jpg,640,480,big,126,139,556,353
i.5e84bef7-9492-11eb-a432-dca2663dabe4.jpg,640,480,i,231,265,438,441
will.d39c5ea1-93bc-11eb-b511-dca2663dabe4.jpg,640,480,will,155,202,285,434
walk.b246c4d2-9a23-11eb-bf92-dca2663dabe4.jpg,640,480,walk,157,202,473,418
cold.70f92f23-93da-11eb-a8ea-dca2663dabe4.jpg,640,480,cold,168,194,420,415
school.96d3cd1a-93b7-11eb-80e5-dca2663dabe4.jpg,640,480,school,291,301,592,441
night.9ed797a0-93bb-11eb-be4c-dca2663dabe4.jpg,640,480,night,50,312,478,480
night.890e4d34-93bb-11eb-97e4-dca2663dabe4.jpg,640,480,night,7,317,462,480
you.25ecdcea-94a7-11eb-af5a-dca2663dabe4.jpg,640,480,you,205,246,410,432
will.df73bb30-93bc-11eb-a0cd-dca2663dabe4.jpg,640,480,will,323,222,515,469
love.53bc340e-94aa-11eb-9db2-dca2663dabe4.jpg,640,480,love,224,146,450,351
will.d1213634-93bc-11eb-8562-dca2663dabe4.jpg,640,480,will,43,229,199,476
where.65c0867c-9703-11eb-b807-dca2663dabe4.jpg,640,480,where,192,72,442,411
why.22f4ab2e-9a24-11eb-ba6f-dca2663dabe4.jpg,640,480,why,121,42,281,211
more.50ca7ea5-94f4-11eb-a78a-dca2663dabe4.jpg,640,480,more,187,267,416,405
who.aa557023-9486-11eb-ae1f-dca2663dabe4.jpg,640,480,who,249,188,394,363
bye.952e24b9-948e-11eb-8c4b-dca2663dabe4.jpg,640,480,bye,181,133,338,427
bye.93538090-948e-11eb-a22a-dca2663dabe4.jpg,640,480,bye,28,131,303,451
dislike.f723f890-99fa-11eb-ae93-dca2663dabe4.jpg,640,480,dislike,232,179,412,444
help.45b7198f-99e6-11eb-b633-dca2663dabe4.jpg,640,480,help,359,238,483,434
please.e5a3f791-9a25-11eb-8653-dca2663dabe4.jpg,640,480,please,172,163,384,352
name.0d052760-99fc-11eb-8769-dca2663dabe4.jpg,640,480,name,49,233,311,431
night.9c0b9089-93bb-11eb-9fa5-dca2663dabe4.jpg,640,480,night,45,298,468,480
mom.7004e799-93b5-11eb-8a94-dca2663dabe4.jpg,640,480,mom,78,108,310,420
hello.5841bf66-93ab-11eb-b036-dca2663dabe4.jpg,640,480,hello,20,99,283,480
will.ded14933-93bc-11eb-955c-dca2663dabe4.jpg,640,480,will,362,223,557,475
night.85f662aa-93bb-11eb-8715-dca2663dabe4.jpg,640,480,night,2,285,407,480
i.4a5c67ca-9492-11eb-8f41-dca2663dabe4.jpg,640,480,i,251,298,445,443
wash.f0b73a57-9551-11eb-8721-dca2663dabe4.jpg,640,480,wash,234,283,361,417
cat.0491bc14-9447-11eb-927b-dca2663dabe4.jpg,640,480,cat,227,90,320,272
dad.a6d543d8-93af-11eb-9738-dca2663dabe4.jpg,640,480,dad,145,130,314,279
name.0f7b37a3-99fc-11eb-85ac-dca2663dabe4.jpg,640,480,name,379,205,640,387
i.4d25565a-9492-11eb-81ca-dca2663dabe4.jpg,640,480,i,134,259,344,427
house.d71ecf8e-99e5-11eb-8c61-dca2663dabe4.jpg,640,480,house,125,289,318,455
hello.9678e5cb-93ab-11eb-afa9-dca2663dabe4.jpg,640,480,hello,107,117,338,460
how.b6e72a2c-9a24-11eb-9cd7-dca2663dabe4.jpg,640,480,how,159,258,501,467
yes.525e6495-955d-11eb-8348-dca2663dabe4.jpg,640,480,yes,130,110,370,293
night.9d998f33-93bb-11eb-b6b2-dca2663dabe4.jpg,640,480,night,41,311,481,480
hurt.89bdb1b9-9552-11eb-9bdf-dca2663dabe4.jpg,640,480,hurt,162,256,536,403
name.1102f136-99fc-11eb-8327-dca2663dabe4.jpg,640,480,name,152,229,509,451
dislike.1020dfe0-99fb-11eb-a63f-dca2663dabe4.jpg,640,480,dislike,283,146,454,397
how.b0b8a87b-9a24-11eb-86e0-dca2663dabe4.jpg,640,480,how,203,263,542,460
wash.ebdc1873-9551-11eb-a6cd-dca2663dabe4.jpg,640,480,wash,220,274,325,425
pay.74d27468-99fd-11eb-9a53-dca2663dabe4.jpg,640,480,pay,145,228,476,418
walk.b728c388-9a23-11eb-a856-dca2663dabe4.jpg,640,480,walk,159,208,471,394
yes.42f83e4d-955d-11eb-a238-dca2663dabe4.jpg,640,480,yes,192,94,449,293
pay.6b920626-99fd-11eb-96c6-dca2663dabe4.jpg,640,480,pay,246,264,542,456
will.dd90643a-93bc-11eb-af74-dca2663dabe4.jpg,640,480,will,377,240,554,476
i.487e0d02-9492-11eb-a6c2-dca2663dabe4.jpg,640,480,i,329,283,531,435
friend.144c07c9-99e7-11eb-af91-dca2663dabe4.jpg,640,480,friend,203,238,467,410
dad.99818553-93af-11eb-b064-dca2663dabe4.jpg,640,480,dad,201,102,398,277
yes.5cd9d6db-955d-11eb-b462-dca2663dabe4.jpg,640,480,yes,42,127,231,324
dad.a3c04a29-93af-11eb-8007-dca2663dabe4.jpg,640,480,dad,159,121,318,289
make.5885e3b1-99e7-11eb-a999-dca2663dabe4.jpg,640,480,make,289,194,460,423
make.6c5d4b6f-99e7-11eb-bd79-dca2663dabe4.jpg,640,480,make,296,184,482,407
no.292c88d7-9701-11eb-aac8-dca2663dabe4.jpg,640,480,no,121,177,428,480
name.0b2ac7c5-99fc-11eb-8c9e-dca2663dabe4.jpg,640,480,name,97,227,384,433
big.1bf025c3-9a25-11eb-8f64-dca2663dabe4.jpg,640,480,big,146,135,577,365
before.f6e842d2-93d5-11eb-ab54-dca2663dabe4.jpg,640,480,before,91,267,277,480
will.d8929eba-93bc-11eb-b3f2-dca2663dabe4.jpg,640,480,will,289,235,521,461
why.20ba144c-9a24-11eb-b75a-dca2663dabe4.jpg,640,480,why,110,40,272,219
pay.5ff0e01c-99fd-11eb-8568-dca2663dabe4.jpg,640,480,pay,103,242,397,440
make.5a513575-99e7-11eb-8429-dca2663dabe4.jpg,640,480,make,310,197,460,429
please.d5cc7465-9a25-11eb-86d1-dca2663dabe4.jpg,640,480,please,204,170,432,378
bye.92680b89-948e-11eb-8fe0-dca2663dabe4.jpg,640,480,bye,12,147,255,460
love.4b79e290-94aa-11eb-867c-dca2663dabe4.jpg,640,480,love,210,159,433,384
dad.8fdb490f-93af-11eb-b55a-dca2663dabe4.jpg,640,480,dad,147,105,358,271
yes.4ab1c6e2-955d-11eb-8343-dca2663dabe4.jpg,640,480,yes,288,149,491,296
thank you.6aa79504-9a25-11eb-8884-dca2663dabe4.jpg,640,480,thank you,269,63,405,301
yes.59af82c0-955d-11eb-9e9d-dca2663dabe4.jpg,640,480,yes,117,110,330,280
hurt.872a4e9b-9552-11eb-9329-dca2663dabe4.jpg,640,480,hurt,150,252,526,401
yes.5a518603-955d-11eb-bea4-dca2663dabe4.jpg,640,480,yes,84,100,302,292
where.5ecbe4b5-9703-11eb-8358-dca2663dabe4.jpg,640,480,where,372,119,569,470
with.7fe8225a-99fb-11eb-bba3-dca2663dabe4.jpg,640,480,with,89,226,351,464
what.44d027ec-948c-11eb-8424-dca2663dabe4.jpg,640,480,what,130,174,578,359
walk.ab8409f6-9a23-11eb-8c49-dca2663dabe4.jpg,640,480,walk,140,182,510,388
day.173eb2ba-93bb-11eb-98d1-dca2663dabe4.jpg,640,480,day,41,298,470,468
more.58d9fee0-94f4-11eb-b8b3-dca2663dabe4.jpg,640,480,more,247,213,435,363
you.2787bc52-94a7-11eb-8838-dca2663dabe4.jpg,640,480,you,294,220,476,402
horse.6d604c33-9447-11eb-9dc0-dca2663dabe4.jpg,640,480,horse,159,131,261,257
wash.e4c0d8b4-9551-11eb-b975-dca2663dabe4.jpg,640,480,wash,271,276,367,400
walk.b9703eb9-9a23-11eb-a5d7-dca2663dabe4.jpg,640,480,walk,212,194,514,377
love.4b277930-94aa-11eb-982a-dca2663dabe4.jpg,640,480,love,219,151,434,361
hello.9309fd96-93ab-11eb-b081-dca2663dabe4.jpg,640,480,hello,276,97,552,439
friend.188ad1cf-99e7-11eb-b27a-dca2663dabe4.jpg,640,480,friend,212,223,444,422
love.4568a28f-94aa-11eb-a4c8-dca2663dabe4.jpg,640,480,love,193,156,382,405
before.dd4730b4-93d5-11eb-ae19-dca2663dabe4.jpg,640,480,before,240,263,493,480
yes.520ccc71-955d-11eb-a648-dca2663dabe4.jpg,640,480,yes,119,115,361,280
please.d3db0c57-9a25-11eb-b901-dca2663dabe4.jpg,640,480,please,215,163,432,361
mom.777d5758-93b5-11eb-b854-dca2663dabe4.jpg,640,480,mom,159,108,434,424
how.bb20b4b1-9a24-11eb-8d31-dca2663dabe4.jpg,640,480,how,120,253,464,429
with.71fbfdce-99fb-11eb-99df-dca2663dabe4.jpg,640,480,with,196,181,420,387
what.433c86d6-948c-11eb-8a7f-dca2663dabe4.jpg,640,480,what,136,221,524,377
dislike.f7736cbf-99fa-11eb-a110-dca2663dabe4.jpg,640,480,dislike,224,172,412,440
big.18b24413-9a25-11eb-a038-dca2663dabe4.jpg,640,480,big,161,144,596,356
how.b88672b6-9a24-11eb-8448-dca2663dabe4.jpg,640,480,how,142,254,474,466
night.8b85a196-93bb-11eb-a149-dca2663dabe4.jpg,640,480,night,3,312,451,480
horse.7c498c51-9447-11eb-a20d-dca2663dabe4.jpg,640,480,horse,302,106,395,236
thank you.849fd7cc-9a25-11eb-a124-dca2663dabe4.jpg,640,480,thank you,271,74,409,291
why.25d8dc8f-9a24-11eb-aab5-dca2663dabe4.jpg,640,480,why,117,27,281,208
make.5b835c2a-99e7-11eb-b5d3-dca2663dabe4.jpg,640,480,make,285,202,451,417
hot.cb638b07-9531-11eb-90cf-dca2663dabe4.jpg,640,480,hot,349,265,489,427
excuse.4a7a9040-93df-11eb-ab30-dca2663dabe4.jpg,640,480,excuse,232,144,458,373
big.1b49e1fd-9a25-11eb-b993-dca2663dabe4.jpg,640,480,big,157,136,583,351
please.dce55145-9a25-11eb-971b-dca2663dabe4.jpg,640,480,please,284,158,465,368
help.3e7053ab-99e6-11eb-bcf9-dca2663dabe4.jpg,640,480,help,82,225,233,443
how.add294f3-9a24-11eb-9d6c-dca2663dabe4.jpg,640,480,how,102,275,444,465
cold.67cb312f-93da-11eb-b0f3-dca2663dabe4.jpg,640,480,cold,172,183,408,403
make.5bcff1fb-99e7-11eb-914a-dca2663dabe4.jpg,640,480,make,286,211,447,430
before.eb5411fc-93d5-11eb-8101-dca2663dabe4.jpg,640,480,before,147,273,373,480
love.41dcf813-94aa-11eb-88ca-dca2663dabe4.jpg,640,480,love,194,146,436,372
school.9633d330-93b7-11eb-a923-dca2663dabe4.jpg,640,480,school,272,275,596,422
please.d3349561-9a25-11eb-a5a7-dca2663dabe4.jpg,640,480,please,218,167,448,362
make.678fe373-99e7-11eb-baed-dca2663dabe4.jpg,640,480,make,256,200,429,393
hurt.88c49c16-9552-11eb-a4e2-dca2663dabe4.jpg,640,480,hurt,166,250,529,385
mom.6c9e68c8-93b5-11eb-a040-dca2663dabe4.jpg,640,480,mom,233,200,409,450
house.e6cf39c6-99e5-11eb-9b58-dca2663dabe4.jpg,640,480,house,146,281,516,456
big.1fd464d3-9a25-11eb-a2f6-dca2663dabe4.jpg,640,480,big,114,138,549,359
help.33904a94-99e6-11eb-a452-dca2663dabe4.jpg,640,480,help,265,242,419,451
cat.126a2d74-9447-11eb-ba57-dca2663dabe4.jpg,640,480,cat,132,98,222,258
dad.8ae46afd-93af-11eb-9f1a-dca2663dabe4.jpg,640,480,dad,148,63,305,340
when.3c4301da-95bf-11eb-a970-dca2663dabe4.jpg,640,480,when,85,218,335,440
who.b266cb0a-9486-11eb-a1f0-dca2663dabe4.jpg,640,480,who,204,188,316,372
hello.57a2b6ff-93ab-11eb-bbf5-dca2663dabe4.jpg,640,480,hello,14,95,263,478
thank you.6ba04364-9a25-11eb-a270-dca2663dabe4.jpg,640,480,thank you,194,57,306,281
cat.03ebb773-9447-11eb-a97a-dca2663dabe4.jpg,640,480,cat,241,95,327,267
make.5e86a92e-99e7-11eb-80d8-dca2663dabe4.jpg,640,480,make,232,210,420,449
like.b0fa3131-99e6-11eb-aefc-dca2663dabe4.jpg,640,480,like,272,159,441,345
pay.5afbee14-99fd-11eb-b336-dca2663dabe4.jpg,640,480,pay,188,208,481,429
horse.64a5fa80-9447-11eb-b822-dca2663dabe4.jpg,640,480,horse,295,108,380,238
more.4e89f41e-94f4-11eb-bb4f-dca2663dabe4.jpg,640,480,more,169,221,410,361
excuse.4c5dadda-93df-11eb-941f-dca2663dabe4.jpg,640,480,excuse,180,148,429,392
school.9049d69b-93b7-11eb-b80f-dca2663dabe4.jpg,640,480,school,52,268,353,438
dislike.110c1016-99fb-11eb-80b9-dca2663dabe4.jpg,640,480,dislike,180,122,396,401
make.5a04917d-99e7-11eb-a49e-dca2663dabe4.jpg,640,480,make,288,195,475,425
hello.9e98057f-93ab-11eb-9396-dca2663dabe4.jpg,640,480,hello,176,35,412,437
how.b20799e6-9a24-11eb-b1d4-dca2663dabe4.jpg,640,480,how,252,265,578,455
more.55a238c1-94f4-11eb-b912-dca2663dabe4.jpg,640,480,more,167,236,401,380
i.5bbdecdc-9492-11eb-ae3c-dca2663dabe4.jpg,640,480,i,240,268,465,422
thank you.666dc1ca-9a25-11eb-ae1a-dca2663dabe4.jpg,640,480,thank you,266,48,413,266
yes.4d98086a-955d-11eb-81f1-dca2663dabe4.jpg,640,480,yes,162,129,395,304
yes.5ec22507-955d-11eb-a679-dca2663dabe4.jpg,640,480,yes,1,134,212,323
who.b2b50a87-9486-11eb-9795-dca2663dabe4.jpg,640,480,who,198,185,322,375
why.0e93b96d-9a24-11eb-b6b3-dca2663dabe4.jpg,640,480,why,294,30,479,252
make.6d48baaa-99e7-11eb-ae1a-dca2663dabe4.jpg,640,480,make,307,181,458,389
hurt.7f1f5f0c-9552-11eb-9d22-dca2663dabe4.jpg,640,480,hurt,150,190,529,347
cold.704ff033-93da-11eb-8923-dca2663dabe4.jpg,640,480,cold,172,184,385,409
make.52ce4548-99e7-11eb-8d86-dca2663dabe4.jpg,640,480,make,210,225,411,459
like.a7e10954-99e6-11eb-9973-dca2663dabe4.jpg,640,480,like,214,204,383,398
hello.9b7f257f-93ab-11eb-af1c-dca2663dabe4.jpg,640,480,hello,17,47,238,415
wash.e2d375b3-9551-11eb-aa6a-dca2663dabe4.jpg,640,480,wash,315,271,422,402
help.412be5a7-99e6-11eb-9491-dca2663dabe4.jpg,640,480,help,166,242,368,445
stop.082a2eb1-955b-11eb-acbe-dca2663dabe4.jpg,640,480,stop,385,204,621,400
help.33dceb37-99e6-11eb-85df-dca2663dabe4.jpg,640,480,help,243,233,419,451
hot.bd6c9810-9531-11eb-a8e0-dca2663dabe4.jpg,640,480,hot,297,251,473,451
love.38df065a-94aa-11eb-b2a2-dca2663dabe4.jpg,640,480,love,161,167,372,406
friend.04e8108c-99e7-11eb-b231-dca2663dabe4.jpg,640,480,friend,187,222,509,401
you.312f304d-94a7-11eb-b1b6-dca2663dabe4.jpg,640,480,you,192,231,396,424
dad.8cc6e316-93af-11eb-b94a-dca2663dabe4.jpg,640,480,dad,140,81,318,274
like.9bc3a67e-99e6-11eb-acc9-dca2663dabe4.jpg,640,480,like,222,230,385,425
bye.95cd662a-948e-11eb-a334-dca2663dabe4.jpg,640,480,bye,169,135,307,422
why.086a23bd-9a24-11eb-a9af-dca2663dabe4.jpg,640,480,why,305,28,460,213
no.1bcf309a-9701-11eb-95d6-dca2663dabe4.jpg,640,480,no,179,21,463,411
before.db593c16-93d5-11eb-a3ab-dca2663dabe4.jpg,640,480,before,225,286,451,480
day.1aac5959-93bb-11eb-ad51-dca2663dabe4.jpg,640,480,day,49,267,436,464
please.d28edc4a-9a25-11eb-ac92-dca2663dabe4.jpg,640,480,please,229,171,453,374
excuse.2cfc18bd-93df-11eb-b774-dca2663dabe4.jpg,640,480,excuse,174,164,464,377
thank you.7ec4ccb0-9a25-11eb-bb1f-dca2663dabe4.jpg,640,480,thank you,209,68,348,273
help.2f53743e-99e6-11eb-8beb-dca2663dabe4.jpg,640,480,help,268,236,525,480
night.9b1ddc3b-93bb-11eb-b266-dca2663dabe4.jpg,640,480,night,53,306,483,480
cold.75e0c743-93da-11eb-9b5a-dca2663dabe4.jpg,640,480,cold,250,213,374,433
please.d61d62ad-9a25-11eb-b8dd-dca2663dabe4.jpg,640,480,please,195,169,431,360
make.6de1b5d7-99e7-11eb-886c-dca2663dabe4.jpg,640,480,make,308,184,465,386
night.83d06678-93bb-11eb-a743-dca2663dabe4.jpg,640,480,night,1,288,467,480
day.1cdb5cba-93bb-11eb-868d-dca2663dabe4.jpg,640,480,day,49,256,453,435
when.41a6b435-95bf-11eb-b3f7-dca2663dabe4.jpg,640,480,when,173,271,329,447
like.a1810795-99e6-11eb-8ad5-dca2663dabe4.jpg,640,480,like,179,205,327,398
hot.c586979b-9531-11eb-afcf-dca2663dabe4.jpg,640,480,hot,180,284,392,469
stop.02bc715c-955b-11eb-8140-dca2663dabe4.jpg,640,480,stop,177,195,429,434
you.3c7248af-94a7-11eb-9705-dca2663dabe4.jpg,640,480,you,54,206,266,387
cold.7fa7770a-93da-11eb-a30d-dca2663dabe4.jpg,640,480,cold,168,205,399,421
where.7b43097f-9703-11eb-8314-dca2663dabe4.jpg,640,480,where,6,159,220,480
horse.6640ea8a-9447-11eb-9ac6-dca2663dabe4.jpg,640,480,horse,256,110,334,256
who.a87bfe7d-9486-11eb-b9d9-dca2663dabe4.jpg,640,480,who,254,182,395,361
dad.8b8832e7-93af-11eb-a9f3-dca2663dabe4.jpg,640,480,dad,174,71,299,285
when.4105dc94-95bf-11eb-946a-dca2663dabe4.jpg,640,480,when,185,272,363,448
why.1a96d6ee-9a24-11eb-83a2-dca2663dabe4.jpg,640,480,why,116,31,280,211
help.43e163ee-99e6-11eb-9e7f-dca2663dabe4.jpg,640,480,help,285,240,442,452
who.b08c85b5-9486-11eb-a5df-dca2663dabe4.jpg,640,480,who,261,188,359,380
will.d8443d1e-93bc-11eb-8a2d-dca2663dabe4.jpg,640,480,will,281,239,521,465
who.a1613b12-9486-11eb-b77c-dca2663dabe4.jpg,640,480,who,308,176,468,354
house.cf373d05-99e5-11eb-a783-dca2663dabe4.jpg,640,480,house,67,242,442,406
cold.691c34a7-93da-11eb-8db6-dca2663dabe4.jpg,640,480,cold,176,182,377,412
what.3a7d8b15-948c-11eb-9217-dca2663dabe4.jpg,640,480,what,98,184,629,387
cold.6b663771-93da-11eb-8d01-dca2663dabe4.jpg,640,480,cold,190,180,315,389
hurt.79f5a165-9552-11eb-b7a0-dca2663dabe4.jpg,640,480,hurt,158,193,454,325
what.3d003a6a-948c-11eb-8781-dca2663dabe4.jpg,640,480,what,136,216,537,391
name.11efbab7-99fc-11eb-a358-dca2663dabe4.jpg,640,480,name,195,211,460,406
when.33a1efa0-95bf-11eb-b320-dca2663dabe4.jpg,640,480,when,331,237,520,431
help.2ceca22b-99e6-11eb-81e6-dca2663dabe4.jpg,640,480,help,209,298,482,480
cold.76db3736-93da-11eb-a3b6-dca2663dabe4.jpg,640,480,cold,238,213,376,426
with.7299a128-99fb-11eb-aa31-dca2663dabe4.jpg,640,480,with,238,198,416,362
horse.659d15b8-9447-11eb-9624-dca2663dabe4.jpg,640,480,horse,277,110,362,256
wash.e7a511d0-9551-11eb-9c8a-dca2663dabe4.jpg,640,480,wash,302,262,412,405
more.45366c97-94f4-11eb-a691-dca2663dabe4.jpg,640,480,more,285,270,439,378
sleep.a566b560-9a34-11eb-b13e-dca2663dabe4.jpg,640,480,sleep,232,139,431,369
no.297afe60-9701-11eb-8829-dca2663dabe4.jpg,640,480,no,124,162,431,480
make.648db981-99e7-11eb-8f5e-dca2663dabe4.jpg,640,480,make,214,198,422,431
will.d9321102-93bc-11eb-8ca4-dca2663dabe4.jpg,640,480,will,311,247,518,468
please.d42dc229-9a25-11eb-b0f3-dca2663dabe4.jpg,640,480,please,208,159,447,364
more.592be0a5-94f4-11eb-a985-dca2663dabe4.jpg,640,480,more,207,215,428,357
big.0da6c6e1-9a25-11eb-83b6-dca2663dabe4.jpg,640,480,big,119,151,566,353
sleep.af043e0e-9a34-11eb-bf05-dca2663dabe4.jpg,640,480,sleep,328,130,513,351
thank you.7d7aadf6-9a25-11eb-9fc9-dca2663dabe4.jpg,640,480,thank you,156,58,295,256
big.1aa3fed9-9a25-11eb-96bb-dca2663dabe4.jpg,640,480,big,160,130,597,348
where.70a54c80-9703-11eb-9b04-dca2663dabe4.jpg,640,480,where,161,85,356,420
like.9d93e413-99e6-11eb-bdd7-dca2663dabe4.jpg,640,480,like,228,206,397,407
day.0c070d2c-93bb-11eb-82f7-dca2663dabe4.jpg,640,480,day,3,313,346,465
make.591f0bae-99e7-11eb-918e-dca2663dabe4.jpg,640,480,make,278,206,484,416
dislike.0c72c16e-99fb-11eb-bc5a-dca2663dabe4.jpg,640,480,dislike,187,135,452,470
more.3ec4defb-94f4-11eb-898f-dca2663dabe4.jpg,640,480,more,220,283,461,422
when.3d8998f8-95bf-11eb-8f14-dca2663dabe4.jpg,640,480,when,144,234,350,437
friend.0d5b8a54-99e7-11eb-a58e-dca2663dabe4.jpg,640,480,friend,181,238,493,402
before.e2691ba0-93d5-11eb-bc6f-dca2663dabe4.jpg,640,480,before,224,261,441,480
walk.c6b477dd-9a23-11eb-8ad7-dca2663dabe4.jpg,640,480,walk,116,213,481,441
big.1b9d0895-9a25-11eb-b19b-dca2663dabe4.jpg,640,480,big,143,134,594,355
cat.14a79eb2-9447-11eb-ac57-dca2663dabe4.jpg,640,480,cat,260,110,363,247
name.1cf8744b-99fc-11eb-b819-dca2663dabe4.jpg,640,480,name,299,234,551,400
cat.05388101-9447-11eb-9a0b-dca2663dabe4.jpg,640,480,cat,206,99,301,261
big.1c94b5bb-9a25-11eb-a3c0-dca2663dabe4.jpg,640,480,big,144,141,573,364
when.498c9053-95bf-11eb-a3bf-dca2663dabe4.jpg,640,480,when,154,246,451,453
when.3a049e6a-95bf-11eb-9e85-dca2663dabe4.jpg,640,480,when,159,214,430,433
more.54a706d3-94f4-11eb-b9e5-dca2663dabe4.jpg,640,480,more,160,251,404,396
pay.73e85022-99fd-11eb-ae6c-dca2663dabe4.jpg,640,480,pay,281,216,551,413
hello.9ee90b42-93ab-11eb-96dd-dca2663dabe4.jpg,640,480,hello,198,49,414,424
night.87d4e11d-93bb-11eb-aa6b-dca2663dabe4.jpg,640,480,night,3,304,429,480
excuse.32cc9b27-93df-11eb-98f6-dca2663dabe4.jpg,640,480,excuse,91,148,305,370
dislike.00c2f63b-99fb-11eb-b0b0-dca2663dabe4.jpg,640,480,dislike,311,142,515,387
